,icd9,icd9_desc
13145,E9381,Halothane causing adverse effects in therapeutic use
13146,E9382,Other gaseous anesthetics causing adverse effects in therapeutic use
13147,E9383,Intravenous anesthetics causing adverse effects in therapeutic use
13148,E9384,Other and unspecified general anesthetics causing adverse effects in therapeutic use
13149,E9385,Surface and infiltration anesthetics causing adverse effects in therapeutic use
13150,E9386,Peripheral nerve- and plexus-blocking anesthetics causing adverse effects in therapeutic use
13151,E9387,Spinal anesthetics causing adverse effects in therapeutic use
13152,E9389,Other and unspecified local anesthetics causing adverse effects in therapeutic use
13153,E9390,Antidepressants causing adverse effects in therapeutic use
13154,E9391,Phenothiazine-based tranquilizers causing adverse effects in therapeutic use
13155,E9392,Butyrophenone-based tranquilizers causing adverse effects in therapeutic use
13156,E9393,Other antipsychotics
13157,E9394,Benzodiazepine-based tranquilizers causing adverse effects in therapeutic use
13158,E9395,Other tranquilizers causing adverse effects in therapeutic use
13159,E9396,Psychodysleptics [hallucinogens] causing adverse effects in therapeutic use
13160,E9397,Psychostimulants causing adverse effects in therapeutic use
13161,E9398,Other psychotropic agents causing adverse effects in therapeutic use
13162,E9399,Unspecified psychotropic agent causing adverse effects in therapeutic use
13163,E9400,Analeptics causing adverse effects in therapeutic use
13164,E9401,Opiate antagonists causing adverse effects in therapeutic use
13165,E9408,Other specified central nervous system stimulants causing adverse effects in therapeutic use
13166,E9409,Unspecified central nervous system stimulant causing adverse effects in therapeutic use
13167,E9410,Parasympathomimetics [cholinergics] causing adverse effects in therapeutic use
13168,E9411,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics causing adverse effects in therapeutic use
13169,E9412,Sympathomimetics [adrenergics] causing adverse effects in therapeutic use
13170,E9413,Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use
13171,E9419,Unspecified drug primarily affecting the autonomic nervous system causing adverse effects in therapeutic use
13172,E9420,Cardiac rhythm regulators causing adverse effects in therapeutic use
13173,E9421,Cardiotonic glycosides and drugs of similar action causing adverse effects in therapeutic use
13174,E9422,Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use
13175,E9423,Ganglion-blocking agents causing adverse effects in therapeutic use
13176,E9424,Coronary vasodilators causing adverse effects in therapeutic use
13177,E9425,Other vasodilators causing adverse effects in therapeutic use
13178,E9426,Other antihypertensive agents causing adverse effects in therapeutic use
13179,E9427,Antivaricose drugs
13180,E9428,Capillary-active drugs causing adverse effects in therapeutic use
13181,E9429,Other and unspecified agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use
13182,E9430,Antacids and antigastric secretion drugs causing adverse effects in therapeutic use
13183,E9431,Irritant cathartics causing adverse effects in therapeutic use
13184,E9432,Emollient cathartics causing adverse effects in therapeutic use
13185,E9433,Other cathartics
13186,E9434,Digestants causing adverse effects in therapeutic use
13187,E9435,Antidiarrheal drugs causing adverse effects in therapeutic use
13188,E9436,Emetics causing adverse effects in therapeutic use
13189,E9438,Other specified agents primarily affecting the gastro-intestinal system causing adverse effects in therapeutic use
13190,E9439,Unspecified agent primarily affecting the gastrointestinal system causing adverse effects in therapeutic use
13191,E9440,Mercurial diuretics causing adverse effects in therapeutic use
13192,E9441,Purine derivative diuretics causing adverse effects in therapeutic use
13193,E9442,Carbonic acid anhydrase inhibitors causing adverse effects in therapeutic use
13194,E9443,Saluretics causing adverse effects in therapeutic use
13195,E9444,Other diuretics causing adverse effects in therapeutic use
13196,E9445,Electrolytic
13197,E9446,Other mineral salts
13198,E9447,Uric acid metabolism drugs causing adverse effects in therapeutic use
13199,E9450,Oxytocic agents causing adverse effects in therapeutic use
13200,E9451,Smooth muscle relaxants causing adverse effects in therapeutic use
13201,E9452,Skeletal muscle relaxants causing adverse effects in therapeutic use
13202,E9453,Other and unspecified drugs acting on muscles causing adverse effects in therapeutic use
13203,E9454,Antitussives causing adverse effects in therapeutic use
13204,E9455,Expectorants causing adverse effects in therapeutic use
13205,E9456,Anti-common cold drugs causing adverse effects in therapeutic use
13206,E9457,Antiasthmatics causing adverse effects in therapeutic use
13207,E9458,Other and unspecified respiratory drugs causing adverse effects in therapeutic use
13208,E9460,Local anti-infectives and anti-inflammatory drugs causing adverse effects in therapeutic use
13209,E9461,Antipruritics causing adverse effects in therapeutic use
13210,E9462,Local astringents and local detergents causing adverse effects in therapeutic use
13211,E9463,Emollients
13212,E9464,Keratolytics
13213,E9465,Eye anti-infectives and other eye drugs causing adverse effects in therapeutic use
13214,E9466,Anti-infectives and other drugs and preparations for ear
13215,E9467,Dental drugs topically applied causing adverse effects in therapeutic use
13216,E9468,Other agents primarily affecting skin and mucous membrane causing adverse effects in therapeutic use
13217,E9469,Unspecified agent primarily affecting skin and mucous membrane causing adverse effects in therapeutic use
13218,E9470,Dietetics causing adverse effects in therapeutic use
13219,E9471,Lipotropic drugs causing adverse effects in therapeutic use
13220,E9472,Antidotes and chelating agents
13221,E9473,Alcohol deterrents causing adverse effects in therapeutic use
13222,E9474,Pharmaceutical excipients causing adverse effects in therapeutic use
13223,E9478,Other drugs and medicinal substances causing adverse effects in therapeutic use
13224,E9479,Unspecified drug or medicinal substance causing adverse effects in therapeutic use
13225,E9480,Bcg vaccine causing adverse effects in therapeutic use
13226,E9481,Typhoid and paratyphoid vaccines causing adverse effects in therapeutic use
13227,E9482,Cholera vaccine causing adverse effects in therapeutic use
13228,E9483,Plague vaccine causing adverse effects in therapeutic use
13229,E9484,Tetanus vaccine causing adverse effects in therapeutic use
13230,E9485,Diphtheria vaccine causing adverse effects in therapeutic use
13231,E9486,Pertussis vaccine
13232,E9488,Other and unspecified bacterial vaccines causing adverse effects in therapeutic use
13233,E9489,Mixed bacterial vaccines
13234,E9490,Smallpox vaccine causing adverse effects in therapeutic use
13235,E9491,Rabies vaccine causing adverse effects in therapeutic use
13236,E9492,Typhus vaccine causing adverse effects in therapeutic use
13237,E9493,Yellow fever vaccine causing adverse effects in therapeutic use
13238,E9494,Measles vaccine causing adverse effects in therapeutic use
13239,E9495,Poliomyelitis vaccine causing adverse effects in therapeutic use
13240,E9496,Other and unspecified viral and rickettsial vaccines causing adverse effects in therapeutic use
13241,E9497,Mixed viral-rickettsial and bacterial vaccines
13242,E9499,Other and unspecified vaccines and biological substances causing adverse effects in therapeutic use
13243,E9500,Suicide and self-inflicted poisoning by analgesics
13244,E9501,Suicide and self-inflicted poisoning by barbiturates
13245,E9502,Suicide and self-inflicted poisoning by other sedatives and hypnotics
13246,E9503,Suicide and self-inflicted poisoning by tranquilizers and other psychotropic agents
13247,E9504,Suicide and self-inflicted poisoning by other specified drugs and medicinal substances
13248,E9505,Suicide and self-inflicted poisoning by unspecified drug or medicinal substance
13249,E9506,Suicide and self-inflicted poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers
13250,E9507,Suicide and self-inflicted poisoning by corrosive and caustic substances
13251,E9508,Suicide and self-inflicted poisoning by arsenic and its compounds
13252,E9509,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances
13253,E9510,Suicide and self-inflicted poisoning by gas distributed by pipeline
13254,E9511,Suicide and self-inflicted poisoning by liquefied petroleum gas distributed in mobile containers
13255,E9518,Suicide and self-inflicted poisoning by other utility gas
13256,E9520,Suicide and self-inflicted poisoning by motor vehicle exhaust gas
13257,E9521,Suicide and self-inflicted poisoning by other carbon monoxide
13258,E9528,Suicide and self-inflicted poisoning by other specified gases and vapors
13259,E9529,Suicide and self-inflicted poisoning by unspecified gases and vapors
13260,E9530,Suicide and self-inflicted injury by hanging
13261,E9531,Suicide and self-inflicted injury by suffocation by plastic bag
13262,E9538,Suicide and self-inflicted injury by other specified means
13263,E9539,Suicide and self-inflicted injury by unspecified means
13264,E954, Suicide and self-inflicted injury by submersion [drowning]
13265,E9550,Suicide and self-inflicted injury by handgun
13266,E9551,Suicide and self-inflicted injury by shotgun
13267,E9552,Suicide and self-inflicted injury by hunting rifle
13268,E9553,Suicide and self-inflicted injury by military firearms
13269,E9554,Suicide and self-inflicted injury by other and unspecified firearm
13270,E9555,Suicide and self-inflicted injury by explosives
13271,E9556,Suicide and self-inflicted injury by air gun
13272,E9557,Suicide and self-inflicted injury by paintball gun
13273,E9559,Suicide and self-inflicted injury by firearms and explosives
13274,E956, Suicide and self-inflicted injury by cutting and piercing instrument
13275,E9570,Suicide and self-inflicted injuries by jumping from residential premises
13276,E9571,Suicide and self-inflicted injuries by jumping from other man-made structures
13277,E9572,Suicide and self-inflicted injuries by jumping from natural sites
13278,E9579,Suicide and self-inflicted injuries by jumping from unspecified site
13279,E9580,Suicide and self-inflicted injury by jumping or lying before moving object
13280,E9581,Suicide and self-inflicted injury by burns
13281,E9582,Suicide and self-inflicted injury by scald
13282,E9583,Suicide and self-inflicted injury by extremes of cold
13283,E9584,Suicide and self-inflicted injury by electrocution
13284,E9585,Suicide and self-inflicted injury by crashing of motor vehicle
13285,E9586,Suicide and self-inflicted injury by crashing of aircraft
13286,E9587,Suicide and self-inflicted injury by caustic substances
13287,E9588,Suicide and self-inflicted injury by other specified means
13288,E9589,Suicide and self-inflicted injury by unspecified means
13289,E959, Late effects of self-inflicted injury
13290,E9600,Unarmed fight or brawl
13291,E9601,Rape
13292,E961, Assault by corrosive or caustic substance
13293,E9620,Assault by drugs and medicinal substances
13294,E9621,Assault by other solid and liquid substances
13295,E9622,Assault by other gases and vapors
13296,E9629,Assault by unspecified poisoning
13297,E963, Assault by hanging and strangulation
13298,E964, Assault by submersion [drowning]
13299,E9650,Assault by handgun
13300,E9651,Assault by shotgun
13301,E9652,Assault by hunting rifle
13302,E9653,Assault by military firearms
13303,E9654,Assault by other and unspecified firearm
13304,E9655,Assault by antipersonnel bomb
13305,E9656,Assault by gasoline bomb
13306,E9657,Assault by letter bomb
13307,E9658,Assault by other specified explosive
13308,E9659,Assault by unspecified explosive
13309,E966, Assault by cutting and piercing instrument
13310,E9670,Perpetrator of child and adult abuse
13311,E9671,Perpetrator of child and adult abuse
13312,E9672,Perpetrator of child and adult abuse
13313,E9673,Perpetrator of child and adult abuse
13314,E9674,Perpetrator of child and adult abuse
13315,E9675,Perpetrator of child and adult abuse
13316,E9676,Perpetrator of child and adult abuse
13317,E9677,Perpetrator of child and adult abuse
13318,E9678,Perpetrator of child and adult abuse
13319,E9679,Perpetrator of child and adult abuse
13320,E9680,Assault by fire
13321,E9681,Assault by pushing from a high place
13322,E9682,Assault by striking by blunt or thrown object
13323,E9683,Assault by hot liquid
13324,E9684,Assault by criminal neglect
13325,E9685,Assault by transport vehicle
13326,E9686,Assault by air gun
13327,E9687,Assault by human bite
13328,E9688,Assault by other specified means
13329,E9689,Assault by unspecified means
13330,E969, Late effects of injury purposely inflicted by other person
13331,E970, Injury due to legal intervention by firearms
13332,E971, Injury due to legal intervention by explosives
13333,E972, Injury due to legal intervention by gas
13334,E973, Injury due to legal intervention by blunt object
13335,E974, Injury due to legal intervention by cutting and piercing instrument
13336,E975, Injury due to legal intervention by other specified means
13337,E976, Injury due to legal intervention by unspecified means
13338,E977, Late effects of injuries due to legal intervention
13339,E978, Legal execution
13340,E9790,Terrorism involving explosion of marine weapons
13341,E9791,Terrorism involving destruction of aircraft
13342,E9792,Terrorism involving other explosions and fragments
13343,E9793,Terrorism involving fires
13344,E9794,Terrorism involving firearms
13345,E9795,Terrorism involving nuclear weapons
13346,E9796,Terrorism involving biological weapons
13347,E9797,Terrorism involving chemical weapons
13348,E9798,Terrorism involving other means
13349,E9799,Terrorism secondary effects
13350,E9800,Poisoning by analgesics
13351,E9801,Poisoning by barbiturates
13352,E9802,Poisoning by other sedatives and hypnotics
13353,E9803,Poisoning by tranquilizers and other psychotropic agents
13354,E9804,Poisoning by other specified drugs and medicinal substances
13355,E9805,Poisoning by unspecified drug or medicinal substance
13356,E9806,Poisoning by corrosive and caustic substances
13357,E9807,Poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers
13358,E9808,Poisoning by arsenic and its compounds
13359,E9809,Poisoning by other and unspecified solid and liquid substances
13360,E9810,Poisoning by gas distributed by pipeline
13361,E9811,Poisoning by liquefied petroleum gas distributed in mobile containers
13362,E9818,Poisoning by other utility gas
13363,E9820,Poisoning by motor vehicle exhaust gas
13364,E9821,Poisoning by other carbon monoxide
13365,E9828,Poisoning by other specified gases and vapors
13366,E9829,Poisoning by unspecified gases and vapors
13367,E9830,Hanging
13368,E9831,Suffocation by plastic bag
13369,E9838,Strangulation or suffocation by other specified means
13370,E9839,Strangulation or suffocation by unspecified means
13371,E984, Submersion (drowning)
13372,E9850,Injury by handgun
13373,E9851,Injury by shotgun
13374,E9852,Injury by hunting rifle
13375,E9853,Injury by military firearms
13376,E9854,Injury by other and unspecified firearm
13377,E9855,Injury by explosives
13378,E9856,Injury by air gun
13379,E9857,Injury by paintball gun
13380,E986, Injury by cutting and piercing instruments
13381,E9870,Falling from residential premises
13382,E9871,Falling from other man-made structures
13383,E9872,Falling from natural sites
13384,E9879,Falling from unspecified site
13385,E9880,Injury by jumping or lying before moving object
13386,E9881,Injury by burns or fire
13387,E9882,Injury by scald
13388,E9883,Injury by extremes of cold
13389,E9884,Injury by electrocution
13390,E9885,Injury by crashing of motor vehicle
13391,E9886,Injury by crashing of aircraft
13392,E9887,Injury by caustic substances
13393,E9888,Injury by other specified means
13394,E9889,Injury by unspecified means
13395,E989, Late effects of injury
13396,E9900,Injury due to war operations from gasoline bomb
13397,E9901,Injury due to war operations from flamethrower
13398,E9902,Injury due to war operations from incendiary bullet
13399,E9903,Injury due to war operations from fire caused indirectly from conventional weapon
13400,E9909,Injury due to war operations from other and unspecified source
13401,E9910,Injury due to war operations from rubber bullets (rifle)
13402,E9911,Injury due to war operations from pellets (rifle)
13403,E9912,Injury due to war operations from other bullets
13404,E9913,Injury due to war operations from antipersonnel bomb (fragments)
13405,E9914,Injury due to war operations by fragments from munitions
13406,E9915,Injury due to war operations by fragments from person-borne improvised explosive device [IED]
13407,E9916,Injury due to war operations by fragments from vehicle-borne improvised explosive device [IED]
13408,E9917,Injury due to war operations by fragments from other improvised explosive device [IED]
13409,E9918,Injury due to war operations by fragments from weapons
13410,E9919,Injury due to war operations from other and unspecified fragments
13411,E9920,Injury due to torpedo
13412,E9921,Injury due to depth charge
13413,E9922,Injury due to marine mines
13414,E9923,Injury due to sea-based artillery shell
13415,E9928,Injury due to war operations by other marine weapons
13416,E9929,Injury due to war operations by unspecified marine weapon
13417,E9930,Injury due to war operations by aerial bomb
13418,E9931,Injury due to war operations by guided missile
13419,E9932,Injury due to war operations by mortar
13420,E9933,Injury due to war operations by person-borne improvised explosive device [IED]
13421,E9934,Injury due to war operations by vehicle-borne improvised explosive device [IED]
13422,E9935,Injury due to war operations by other improvised explosive device [IED]
13423,E9936,Injury due to war operations by unintentional detonation of own munitions
13424,E9937,Injury due to war operations by unintentional discharge of own munitions launch device
13425,E9938,Injury due to war operations by other specified explosion
13426,E9939,Injury due to war operations by unspecified explosion
13427,E9940,Injury due to war operations by destruction of aircraft due to enemy fire or explosives
13428,E9941,Injury due to war operations by unintentional destruction of aircraft due to own onboard explosives
13429,E9942,Injury due to war operations by destruction of aircraft due to collision with other aircraft
13430,E9943,Injury due to war operations by destruction of aircraft due to onboard fire
13431,E9948,Injury due to war operations by other destruction of aircraft
13432,E9949,Injury due to war operations by unspecified destruction of aircraft
13433,E9950,Injury due to war operations by unarmed hand-to-hand combat
13434,E9951,Injury due to war operations
13435,E9952,Injury due to war operations by piercing object
13436,E9953,Injury due to war operations by intentional restriction of air and airway
13437,E9954,Injury due to war operations by unintentional drowning due to inability to surface or obtain air
13438,E9958,Injury due to war operations by other forms of conventional warfare
13439,E9959,Injury due to war operations by unspecified form of conventional warfare
13440,E9960,Injury due to war operations by direct blast effect of nuclear weapon
13441,E9961,Injury due to war operations by indirect blast effect of nuclear weapon
13442,E9962,Injury due to war operations by thermal radiation effect of nuclear weapon
13443,E9963,Injury due to war operations by nuclear radiation effects
13444,E9968,Injury due to war operations by other effects of nuclear weapons
13445,E9969,Injury due to war operations by unspecified effect of nuclear weapon
13446,E9970,Injury due to war operations by lasers
13447,E9971,Injury due to war operations by biological warfare
13448,E9972,Injury due to war operations by gases
13449,E9973,Injury due to war operations by weapon of mass destruction [WMD]
13450,E9978,Injury due to other specified forms of unconventional warfare
13451,E9979,Injury due to unspecified form of unconventional warfare
13452,E9980,Injury due to war operations but occurring after cessation of hostilities by explosion of mines
13453,E9981,Injury due to war operations but occurring after cessation of hostilities by explosion of bombs
13454,E9988,Injury due to other war operations but occurring after cessation of hostilities
13455,E9989,Injury due to unspecified war operations but occurring after cessation of hostilities
13456,E9990,Late effect of injury due to war operations
13457,E9991,Late effect of injury due to terrorism
13458,V010, Contact with or exposure to cholera
13459,V011, Contact with or exposure to tuberculosis
13460,V012, Contact with or exposure to poliomyelitis
13461,V013, Contact with or exposure to smallpox
13462,V014, Contact with or exposure to rubella
13463,V015, Contact with or exposure to rabies
13464,V016, Contact with or exposure to venereal diseases
13465,V0171,Contact with or exposure to varicella
13466,V0179,Contact with or exposure to other viral diseases
13467,V0181,Contact with or exposure to anthrax
13468,V0182,Exposure to SARS-associated coronavirus
13469,V0183,Contact with or exposure to escherichia coli (E. coli)
13470,V0184,Contact with or exposure to meningococcus
13471,V0189,Contact with or exposure to other communicable diseases
13472,V019, Contact with or exposure to unspecified communicable disease
13473,V020, Carrier or suspected carrier of cholera
13474,V021, Carrier or suspected carrier of typhoid
13475,V022, Carrier or suspected carrier of amebiasis
13476,V023, Carrier or suspected carrier of other gastrointestinal pathogens
13477,V024, Carrier or suspected carrier of diphtheria
13478,V0251,Carrier or suspected carrier of group B streptococcus
13479,V0252,Carrier or suspected carrier of other streptococcus
13480,V0253,Carrier or suspected carrier of Methicillin susceptible Staphylococcus aureus
13481,V0254,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus
13482,V0259,Carrier or suspected carrier of other specified bacterial diseases
13483,V0260,Viral hepatitis carrier
13484,V0261,Hepatitis B carrier
13485,V0262,Hepatitis C carrier
13486,V0269,Other viral hepatitis carrier
13487,V027, Carrier or suspected carrier of gonorrhea
13488,V028, Carrier or suspected carrier of other venereal diseases
13489,V029, Carrier or suspected carrier of other specified infectious organism
13490,V030, Need for prophylactic vaccination and inoculation against cholera alone
13491,V031, Need for prophylactic vaccination and inoculation against typhoid-paratyphoid alone [TAB]
13492,V032, Need for prophylactic vaccination and inoculation against tuberculosis [BCG]
13493,V033, Need for prophylactic vaccination and inoculation against plague
13494,V034, Need for prophylactic vaccination and inoculation against tularemia
13495,V035, Need for prophylactic vaccination and inoculation against diphtheria alone
13496,V036, Need for prophylactic vaccination and inoculation against pertussis alone
13497,V037, Need for prophylactic vaccination and inoculation against tetanus toxoid alone
13498,V0381,Other specified vaccinations against hemophilus influenza
13499,V0382,Other specified vaccinations against streptococcus pneumoniae [pneumococcus]
13500,V0389,Other specified vaccination
13501,V039, Need for prophylactic vaccination and inoculation against unspecified single bacterial disease
13502,V040, Need for prophylactic vaccination and inoculation against poliomyelitis
13503,V041, Need for prophylactic vaccination and inoculation against smallpox
13504,V042, Need for prophylactic vaccination and inoculation against measles alone
13505,V043, Need for prophylactic vaccination and inoculation against rubella alone
13506,V044, Need for prophylactic vaccination and inoculation against yellow fever
13507,V045, Need for prophylactic vaccination and inoculation against rabies
13508,V046, Need for prophylactic vaccination and inoculation against mumps alone
13509,V047, Need for prophylactic vaccination and inoculation against common cold
13510,V0481,Need for prophylactic vaccination and inoculation against influenza
13511,V0482,Need for prophylactic vaccination and inoculation against respiratory syncytial virus (RSV)
13512,V0489,Need for prophylactic vaccination and inoculation against other viral diseases
13513,V050, Need for prophylactic vaccination and inoculation against arthropod-borne viral encephalitis
13514,V051, Need for prophylactic vaccination and inoculation against other arthropod-borne viral diseases
13515,V052, Need for prophylactic vaccination and inoculation against leishmaniasis
13516,V053, Need for prophylactic vaccination and inoculation against viral hepatitis
13517,V054, Need for prophylactic vaccination and inoculation against varicella
13518,V058, Need for prophylactic vaccination and inoculation against other specified disease
13519,V059, Need for prophylactic vaccination and inoculation against unspecified single disease
13520,V060, Need for prophylactic vaccination and inoculation against cholera with typhoid-paratyphoid [cholera + TAB]
13521,V061, Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis
13522,V062, Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with typhoid-paratyphoid (DTP + TAB)
13523,V063, Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio]
13524,V064, Need for prophylactic vaccination and inoculation against measles-mumps-rubella (MMR)
13525,V065, Need for prophylactic vaccination and inoculation against tetanus-diphtheria [Td] (DT)
13526,V066, Need for prophylactic vaccination and inoculation against streptococcus pneumoniae [pneumococcus] and influenza
13527,V068, Need for prophylactic vaccination and inoculation against other combinations of diseases
13528,V069, Unspecified combined vaccine
13529,V070, Need for isolation
13530,V071, Need for desensitization to allergens
13531,V072, Need for prophylactic immunotherapy
13532,V0731,Need for prophylactic fluoride administration
13533,V0739,Need for other prophylactic chemotherapy
13534,V074, Hormone replacement therapy (postmenopausal)
13535,V0751,Use of selective estrogen receptor modulators (SERMs)
13536,V0752,Use of aromatase inhibitors
13537,V0759,Use of other agents affecting estrogen receptors and estrogen levels
13538,V078, Other specified prophylactic or treatment measure
13539,V079, Unspecified prophylactic or treatment measure
13540,V08,  Asymptomatic human immunodeficiency virus [HIV] infection status
13541,V090, Infection with microorganisms resistant to penicillins
13542,V091, Infection with microorganisms resistant to cephalosporins and other B-lactam antibiotics
13543,V092, Infection with microorganisms resistant to macrolides
13544,V093, Infection with microorganisms resistant to tetracyclines
13545,V094, Infection with microorganisms resistant to aminoglycosides
13546,V0950,Infection with microorganisms without mention of resistance to multiple quinolones and fluroquinolones
13547,V0951,Infection with microorganisms with resistance to multiple quinolones and fluroquinolones
13548,V096, Infection with microorganisms resistant to sulfonamides
13549,V0970,Infection with microorganisms without mention of resistance to multiple antimycobacterial agents
13550,V0971,Infection with microorganisms with resistance to multiple antimycobacterial agents
13551,V0980,Infection with microorganisms without mention of resistance to multiple drugs
13552,V0981,Infection with microorganisms with resistance to multiple drugs
13553,V0990,Infection with drug-resistant microorganisms
13554,V0991,Infection with drug-resistant microorganisms
13555,V1000,Personal history of malignant neoplasm of gastrointestinal tract
13556,V1001,Personal history of malignant neoplasm of tongue
13557,V1002,Personal history of malignant neoplasm of other and unspecified oral cavity and pharynx
13558,V1003,Personal history of malignant neoplasm of esophagus
13559,V1004,Personal history of malignant neoplasm of stomach
13560,V1005,Personal history of malignant neoplasm of large intestine
13561,V1006,Personal history of malignant neoplasm of rectum
13562,V1007,Personal history of malignant neoplasm of liver
13563,V1009,Personal history of malignant neoplasm of other gastrointestinal tract
13564,V1011,Personal history of malignant neoplasm of bronchus and lung
13565,V1012,Personal history of malignant neoplasm of trachea
13566,V1020,Personal history of malignant neoplasm of respiratory organ
13567,V1021,Personal history of malignant neoplasm of larynx
13568,V1022,Personal history of malignant neoplasm of nasal cavities
13569,V1029,Personal history of malignant neoplasm of other respiratory and intrathoracic organs
13570,V103, Personal history of malignant neoplasm of breast
13571,V1040,Personal history of malignant neoplasm of female genital organ
13572,V1041,Personal history of malignant neoplasm of cervix uteri
13573,V1042,Personal history of malignant neoplasm of other parts of uterus
13574,V1043,Personal history of malignant neoplasm of ovary
13575,V1044,Personal history of malignant neoplasm of other female genital organs
13576,V1045,Personal history of malignant neoplasm of male genital organ
13577,V1046,Personal history of malignant neoplasm of prostate
13578,V1047,Personal history of malignant neoplasm of testis
13579,V1048,Personal history of malignant neoplasm of epididymis
13580,V1049,Personal history of malignant neoplasm of other male genital organs
13581,V1050,Personal history of malignant neoplasm of urinary organ
13582,V1051,Personal history of malignant neoplasm of bladder
13583,V1052,Personal history of malignant neoplasm of kidney
13584,V1053,Personal history of malignant neoplasm of renal pelvis
13585,V1059,Personal history of malignant neoplasm of other urinary organs
13586,V1060,Personal history of leukemia
13587,V1061,Personal history of lymphoid leukemia
13588,V1062,Personal history of myeloid leukemia
13589,V1063,Personal history of monocytic leukemia
13590,V1069,Personal history of other leukemia
13591,V1071,Personal history of lymphosarcoma and reticulosarcoma
13592,V1072,Personal history of hodgkin's disease
13593,V1079,Personal history of other lymphatic and hematopoietic neoplasms
13594,V1081,Personal history of malignant neoplasm of bone
13595,V1082,Personal history of malignant melanoma of skin
13596,V1083,Personal history of other malignant neoplasm of skin
13597,V1084,Personal history of malignant neoplasm of eye
13598,V1085,Personal history of malignant neoplasm of brain
13599,V1086,Personal history of malignant neoplasm of other parts of nervous system
13600,V1087,Personal history of malignant neoplasm of thyroid
13601,V1088,Personal history of malignant neoplasm of other endocrine glands and related structures
13602,V1089,Personal history of malignant neoplasm of other sites
13603,V1090,Personal history of unspecified malignant neoplasm
13604,V1091,Personal history of malignant neuroendocrine tumor
13605,V110, Personal history of schizophrenia
13606,V111, Personal history of affective disorders
13607,V112, Personal history of neurosis
13608,V113, Personal history of alcoholism
13609,V114, Personal history of combat and operational stress reaction
13610,V118, Personal history of other mental disorders
13611,V119, Personal history of unspecified mental disorder
13612,V1200,Personal history of unspecified infectious and parasitic disease
13613,V1201,Personal history of tuberculosis
13614,V1202,Personal history of poliomyelitis
13615,V1203,Personal history of malaria
13616,V1204,Personal history of Methicillin resistant Staphylococcus aureus
13617,V1209,Personal history of other infectious and parasitic diseases
13618,V121, Personal history of nutritional deficiency
13619,V1221,Personal history of gestational diabetes
13620,V1229,Personal history of other endocrine
13621,V123, Personal history of diseases of blood and blood-forming organs
13622,V1240,Personal history of unspecified disorder of nervous system and sense organs
13623,V1241,Personal history of benign neoplasm of the brain
13624,V1242,Personal history of infections of the central nervous system
13625,V1249,Personal history of other disorders of nervous system and sense organs
13626,V1250,Personal history of unspecified circulatory disease
13627,V1251,Personal history of venous thrombosis and embolism
13628,V1252,Personal history of thrombophlebitis
13629,V1253,Personal history of sudden cardiac arrest
13630,V1254,Personal history of transient ischemic attack (TIA)
13631,V1255,Personal history of pulmonary embolism
13632,V1259,Personal history of other diseases of circulatory system
13633,V1260,Personal history of unspecified disease of respiratory system
13634,V1261,Personal history of pneumonia (recurrent)
13635,V1269,Personal history of other diseases of respiratory system
13636,V1270,Personal history of unspecified digestive disease
13637,V1271,Personal history of peptic ulcer disease
13638,V1272,Personal history of colonic polyps
13639,V1279,Personal history of other diseases of digestive system
13640,V1300,Personal history of unspecified urinary disorder
13641,V1301,Personal history of urinary calculi
13642,V1302,Personal history
13643,V1303,Personal history
13644,V1309,Personal history of other specified urinary system disorders
13645,V131, Personal history of trophoblastic disease
13646,V1321,Personal history of pre-term labor
13647,V1322,Personal history of cervical dysplasia
13648,V1323,Personal history of vaginal dysplasia
13649,V1324,Personal history of vulvar dysplasia
13650,V1329,Personal history of other genital system and obstetric disorders
13651,V133, Personal history of diseases of skin and subcutaneous tissue
13652,V134, Personal history of arthritis
13653,V1351,Personal history of pathologic fracture
13654,V1352,Personal history of stress fracture
13655,V1359,Personal history of other musculoskeletal disorders
13656,V1361,Personal history of (corrected) hypospadias
13657,V1362,Personal history of other (corrected) congenital malformations of genitourinary system
13658,V1363,Personal history of (corrected) congenital malformations of nervous system
13659,V1364,Personal history of (corrected) congenital malformations of eye
13660,V1365,Personal history of (corrected) congenital malformations of heart and circulatory system
13661,V1366,Personal history of (corrected) congenital malformations of respiratory system
13662,V1367,Personal history of (corrected) congenital malformations of digestive system
13663,V1368,Personal history of (corrected) congenital malformations of integument
13664,V1369,Personal history of other (corrected) congenital malformations
13665,V137, Personal history of perinatal problems
13666,V1381,Personal history of anaphylaxis
13667,V1389,Personal history of other specified diseases
13668,V139, Personal history of unspecified disease
13669,V140, Personal history of allergy to penicillin
13670,V141, Personal history of allergy to other antibiotic agent
